This script: resnet34_conditional-v3.py
PyTorch Version: 1.8.1
CUDA device: cuda:3
CUDA version: 11.1
Random seed: 2
Learning rate: 0.0005
Epochs: 50
Batch size: 16
Output path: runs/aes/resnet34_conditional-v3-imp0-seed2-epochs50-batchsize16_best-rmse
Epoch: 001/050 | Batch 0000/0693 | Loss: 0.6350
Epoch: 001/050 | Batch 0050/0693 | Loss: 0.2307
Epoch: 001/050 | Batch 0100/0693 | Loss: 0.2115
Epoch: 001/050 | Batch 0150/0693 | Loss: 0.2314
Epoch: 001/050 | Batch 0200/0693 | Loss: 0.2864
Epoch: 001/050 | Batch 0250/0693 | Loss: 0.3121
Epoch: 001/050 | Batch 0300/0693 | Loss: 0.2432
Epoch: 001/050 | Batch 0350/0693 | Loss: 0.4072
Epoch: 001/050 | Batch 0400/0693 | Loss: 0.3620
Epoch: 001/050 | Batch 0450/0693 | Loss: 0.3774
Epoch: 001/050 | Batch 0500/0693 | Loss: 0.2626
Epoch: 001/050 | Batch 0550/0693 | Loss: 0.2127
Epoch: 001/050 | Batch 0600/0693 | Loss: 0.3003
Epoch: 001/050 | Batch 0650/0693 | Loss: 0.2840
MAE/RMSE/ACC: Current Valid: 0.43/0.69/58.63 Ep. 1 | Best Valid: 0.43/0.69/58.63 | Ep. 1
Time elapsed: 1.41 min
Epoch: 002/050 | Batch 0000/0693 | Loss: 0.5114
Epoch: 002/050 | Batch 0050/0693 | Loss: 0.3165
Epoch: 002/050 | Batch 0100/0693 | Loss: 0.2476
Epoch: 002/050 | Batch 0150/0693 | Loss: 0.3454
Epoch: 002/050 | Batch 0200/0693 | Loss: 0.2635
Epoch: 002/050 | Batch 0250/0693 | Loss: 0.2591
Epoch: 002/050 | Batch 0300/0693 | Loss: 0.2729
Epoch: 002/050 | Batch 0350/0693 | Loss: 0.2789
Epoch: 002/050 | Batch 0400/0693 | Loss: 0.3118
Epoch: 002/050 | Batch 0450/0693 | Loss: 0.2000
Epoch: 002/050 | Batch 0500/0693 | Loss: 0.2659
Epoch: 002/050 | Batch 0550/0693 | Loss: 0.2421
Epoch: 002/050 | Batch 0600/0693 | Loss: 0.2262
Epoch: 002/050 | Batch 0650/0693 | Loss: 0.2650
MAE/RMSE/ACC: Current Valid: 0.43/0.69/58.63 Ep. 2 | Best Valid: 0.43/0.69/58.63 | Ep. 2
Time elapsed: 2.83 min
Epoch: 003/050 | Batch 0000/0693 | Loss: 0.2563
Epoch: 003/050 | Batch 0050/0693 | Loss: 0.2935
Epoch: 003/050 | Batch 0100/0693 | Loss: 0.2209
Epoch: 003/050 | Batch 0150/0693 | Loss: 0.3946
Epoch: 003/050 | Batch 0200/0693 | Loss: 0.1771
Epoch: 003/050 | Batch 0250/0693 | Loss: 0.1912
Epoch: 003/050 | Batch 0300/0693 | Loss: 0.3335
Epoch: 003/050 | Batch 0350/0693 | Loss: 0.3171
Epoch: 003/050 | Batch 0400/0693 | Loss: 0.3119
Epoch: 003/050 | Batch 0450/0693 | Loss: 0.3913
Epoch: 003/050 | Batch 0500/0693 | Loss: 0.2993
Epoch: 003/050 | Batch 0550/0693 | Loss: 0.3714
Epoch: 003/050 | Batch 0600/0693 | Loss: 0.3353
Epoch: 003/050 | Batch 0650/0693 | Loss: 0.3718
MAE/RMSE/ACC: Current Valid: 0.43/0.68/59.30 Ep. 3 | Best Valid: 0.43/0.68/59.30 | Ep. 3
Time elapsed: 4.25 min
Epoch: 004/050 | Batch 0000/0693 | Loss: 0.2614
Epoch: 004/050 | Batch 0050/0693 | Loss: 0.2689
Epoch: 004/050 | Batch 0100/0693 | Loss: 0.2567
Epoch: 004/050 | Batch 0150/0693 | Loss: 0.3767
Epoch: 004/050 | Batch 0200/0693 | Loss: 0.2800
Epoch: 004/050 | Batch 0250/0693 | Loss: 0.2427
Epoch: 004/050 | Batch 0300/0693 | Loss: 0.2356
Epoch: 004/050 | Batch 0350/0693 | Loss: 0.3187
Epoch: 004/050 | Batch 0400/0693 | Loss: 0.3326
Epoch: 004/050 | Batch 0450/0693 | Loss: 0.2178
Epoch: 004/050 | Batch 0500/0693 | Loss: 0.3723
Epoch: 004/050 | Batch 0550/0693 | Loss: 0.2102
Epoch: 004/050 | Batch 0600/0693 | Loss: 0.3494
Epoch: 004/050 | Batch 0650/0693 | Loss: 0.2802
MAE/RMSE/ACC: Current Valid: 0.42/0.68/59.54 Ep. 4 | Best Valid: 0.42/0.68/59.54 | Ep. 4
Time elapsed: 5.65 min
Epoch: 005/050 | Batch 0000/0693 | Loss: 0.3337
Epoch: 005/050 | Batch 0050/0693 | Loss: 0.2765
Epoch: 005/050 | Batch 0100/0693 | Loss: 0.2404
Epoch: 005/050 | Batch 0150/0693 | Loss: 0.3247
Epoch: 005/050 | Batch 0200/0693 | Loss: 0.2475
Epoch: 005/050 | Batch 0250/0693 | Loss: 0.2676
Epoch: 005/050 | Batch 0300/0693 | Loss: 0.1790
Epoch: 005/050 | Batch 0350/0693 | Loss: 0.3298
Epoch: 005/050 | Batch 0400/0693 | Loss: 0.1864
Epoch: 005/050 | Batch 0450/0693 | Loss: 0.2690
Epoch: 005/050 | Batch 0500/0693 | Loss: 0.2248
Epoch: 005/050 | Batch 0550/0693 | Loss: 0.2700
Epoch: 005/050 | Batch 0600/0693 | Loss: 0.1948
Epoch: 005/050 | Batch 0650/0693 | Loss: 0.3018
MAE/RMSE/ACC: Current Valid: 0.43/0.69/59.54 Ep. 5 | Best Valid: 0.42/0.68/59.54 | Ep. 4
Time elapsed: 7.07 min
Epoch: 006/050 | Batch 0000/0693 | Loss: 0.2217
Epoch: 006/050 | Batch 0050/0693 | Loss: 0.2805
Epoch: 006/050 | Batch 0100/0693 | Loss: 0.2975
Epoch: 006/050 | Batch 0150/0693 | Loss: 0.2828
Epoch: 006/050 | Batch 0200/0693 | Loss: 0.3180
Epoch: 006/050 | Batch 0250/0693 | Loss: 0.2009
Epoch: 006/050 | Batch 0300/0693 | Loss: 0.2308
Epoch: 006/050 | Batch 0350/0693 | Loss: 0.2767
Epoch: 006/050 | Batch 0400/0693 | Loss: 0.2024
Epoch: 006/050 | Batch 0450/0693 | Loss: 0.2541
Epoch: 006/050 | Batch 0500/0693 | Loss: 0.2243
Epoch: 006/050 | Batch 0550/0693 | Loss: 0.2579
Epoch: 006/050 | Batch 0600/0693 | Loss: 0.2444
Epoch: 006/050 | Batch 0650/0693 | Loss: 0.2011
MAE/RMSE/ACC: Current Valid: 0.43/0.68/59.54 Ep. 6 | Best Valid: 0.42/0.68/59.54 | Ep. 4
Time elapsed: 8.48 min
Epoch: 007/050 | Batch 0000/0693 | Loss: 0.2507
Epoch: 007/050 | Batch 0050/0693 | Loss: 0.2286
Epoch: 007/050 | Batch 0100/0693 | Loss: 0.2112
Epoch: 007/050 | Batch 0150/0693 | Loss: 0.2453
Epoch: 007/050 | Batch 0200/0693 | Loss: 0.2354
Epoch: 007/050 | Batch 0250/0693 | Loss: 0.2185
Epoch: 007/050 | Batch 0300/0693 | Loss: 0.2092
Epoch: 007/050 | Batch 0350/0693 | Loss: 0.3189
Epoch: 007/050 | Batch 0400/0693 | Loss: 0.2236
Epoch: 007/050 | Batch 0450/0693 | Loss: 0.2957
Epoch: 007/050 | Batch 0500/0693 | Loss: 0.2139
Epoch: 007/050 | Batch 0550/0693 | Loss: 0.2315
Epoch: 007/050 | Batch 0600/0693 | Loss: 0.3110
Epoch: 007/050 | Batch 0650/0693 | Loss: 0.2773
MAE/RMSE/ACC: Current Valid: 0.43/0.68/59.54 Ep. 7 | Best Valid: 0.42/0.68/59.54 | Ep. 4
Time elapsed: 9.90 min
Epoch: 008/050 | Batch 0000/0693 | Loss: 0.1887
Epoch: 008/050 | Batch 0050/0693 | Loss: 0.2515
Epoch: 008/050 | Batch 0100/0693 | Loss: 0.1766
Epoch: 008/050 | Batch 0150/0693 | Loss: 0.2839
Epoch: 008/050 | Batch 0200/0693 | Loss: 0.2677
Epoch: 008/050 | Batch 0250/0693 | Loss: 0.3151
Epoch: 008/050 | Batch 0300/0693 | Loss: 0.2314
Epoch: 008/050 | Batch 0350/0693 | Loss: 0.3064
Epoch: 008/050 | Batch 0400/0693 | Loss: 0.2259
Epoch: 008/050 | Batch 0450/0693 | Loss: 0.2036
Epoch: 008/050 | Batch 0500/0693 | Loss: 0.1761
Epoch: 008/050 | Batch 0550/0693 | Loss: 0.2405
Epoch: 008/050 | Batch 0600/0693 | Loss: 0.2102
Epoch: 008/050 | Batch 0650/0693 | Loss: 0.2046
MAE/RMSE/ACC: Current Valid: 0.42/0.67/60.02 Ep. 8 | Best Valid: 0.42/0.67/60.02 | Ep. 8
Time elapsed: 11.33 min
Epoch: 009/050 | Batch 0000/0693 | Loss: 0.2535
Epoch: 009/050 | Batch 0050/0693 | Loss: 0.2546
Epoch: 009/050 | Batch 0100/0693 | Loss: 0.1844
Epoch: 009/050 | Batch 0150/0693 | Loss: 0.2050
Epoch: 009/050 | Batch 0200/0693 | Loss: 0.2438
Epoch: 009/050 | Batch 0250/0693 | Loss: 0.2578
Epoch: 009/050 | Batch 0300/0693 | Loss: 0.2109
Epoch: 009/050 | Batch 0350/0693 | Loss: 0.2581
Epoch: 009/050 | Batch 0400/0693 | Loss: 0.2394
Epoch: 009/050 | Batch 0450/0693 | Loss: 0.2204
Epoch: 009/050 | Batch 0500/0693 | Loss: 0.2122
Epoch: 009/050 | Batch 0550/0693 | Loss: 0.2166
Epoch: 009/050 | Batch 0600/0693 | Loss: 0.2476
Epoch: 009/050 | Batch 0650/0693 | Loss: 0.2625
MAE/RMSE/ACC: Current Valid: 0.42/0.67/60.02 Ep. 9 | Best Valid: 0.42/0.67/60.02 | Ep. 8
Time elapsed: 12.76 min
Epoch: 010/050 | Batch 0000/0693 | Loss: 0.2874
Epoch: 010/050 | Batch 0050/0693 | Loss: 0.2443
Epoch: 010/050 | Batch 0100/0693 | Loss: 0.2630
Epoch: 010/050 | Batch 0150/0693 | Loss: 0.2727
Epoch: 010/050 | Batch 0200/0693 | Loss: 0.2376
Epoch: 010/050 | Batch 0250/0693 | Loss: 0.1930
Epoch: 010/050 | Batch 0300/0693 | Loss: 0.2866
Epoch: 010/050 | Batch 0350/0693 | Loss: 0.1925
Epoch: 010/050 | Batch 0400/0693 | Loss: 0.2774
Epoch: 010/050 | Batch 0450/0693 | Loss: 0.3109
Epoch: 010/050 | Batch 0500/0693 | Loss: 0.1822
Epoch: 010/050 | Batch 0550/0693 | Loss: 0.1966
Epoch: 010/050 | Batch 0600/0693 | Loss: 0.3124
Epoch: 010/050 | Batch 0650/0693 | Loss: 0.3052
MAE/RMSE/ACC: Current Valid: 0.40/0.66/61.80 Ep. 10 | Best Valid: 0.40/0.66/61.80 | Ep. 10
Time elapsed: 14.17 min
Epoch: 011/050 | Batch 0000/0693 | Loss: 0.3065
Epoch: 011/050 | Batch 0050/0693 | Loss: 0.2333
Epoch: 011/050 | Batch 0100/0693 | Loss: 0.3212
Epoch: 011/050 | Batch 0150/0693 | Loss: 0.3659
Epoch: 011/050 | Batch 0200/0693 | Loss: 0.2667
Epoch: 011/050 | Batch 0250/0693 | Loss: 0.1928
Epoch: 011/050 | Batch 0300/0693 | Loss: 0.2689
Epoch: 011/050 | Batch 0350/0693 | Loss: 0.2366
Epoch: 011/050 | Batch 0400/0693 | Loss: 0.2633
Epoch: 011/050 | Batch 0450/0693 | Loss: 0.2023
Epoch: 011/050 | Batch 0500/0693 | Loss: 0.2439
Epoch: 011/050 | Batch 0550/0693 | Loss: 0.2403
Epoch: 011/050 | Batch 0600/0693 | Loss: 0.2064
Epoch: 011/050 | Batch 0650/0693 | Loss: 0.1889
MAE/RMSE/ACC: Current Valid: 0.40/0.66/61.80 Ep. 11 | Best Valid: 0.40/0.66/61.80 | Ep. 10
Time elapsed: 15.58 min
Epoch: 012/050 | Batch 0000/0693 | Loss: 0.2203
Epoch: 012/050 | Batch 0050/0693 | Loss: 0.2861
Epoch: 012/050 | Batch 0100/0693 | Loss: 0.2011
Epoch: 012/050 | Batch 0150/0693 | Loss: 0.3923
Epoch: 012/050 | Batch 0200/0693 | Loss: 0.2124
Epoch: 012/050 | Batch 0250/0693 | Loss: 0.2978
Epoch: 012/050 | Batch 0300/0693 | Loss: 0.2261
Epoch: 012/050 | Batch 0350/0693 | Loss: 0.2770
Epoch: 012/050 | Batch 0400/0693 | Loss: 0.1842
Epoch: 012/050 | Batch 0450/0693 | Loss: 0.1834
Epoch: 012/050 | Batch 0500/0693 | Loss: 0.2279
Epoch: 012/050 | Batch 0550/0693 | Loss: 0.2517
Epoch: 012/050 | Batch 0600/0693 | Loss: 0.3892
Epoch: 012/050 | Batch 0650/0693 | Loss: 0.2158
MAE/RMSE/ACC: Current Valid: 0.41/0.67/61.80 Ep. 12 | Best Valid: 0.40/0.66/61.80 | Ep. 10
Time elapsed: 16.99 min
Epoch: 013/050 | Batch 0000/0693 | Loss: 0.2626
Epoch: 013/050 | Batch 0050/0693 | Loss: 0.1899
Epoch: 013/050 | Batch 0100/0693 | Loss: 0.2481
Epoch: 013/050 | Batch 0150/0693 | Loss: 0.2013
Epoch: 013/050 | Batch 0200/0693 | Loss: 0.2313
Epoch: 013/050 | Batch 0250/0693 | Loss: 0.2771
Epoch: 013/050 | Batch 0300/0693 | Loss: 0.2704
Epoch: 013/050 | Batch 0350/0693 | Loss: 0.2333
Epoch: 013/050 | Batch 0400/0693 | Loss: 0.2085
Epoch: 013/050 | Batch 0450/0693 | Loss: 0.3030
Epoch: 013/050 | Batch 0500/0693 | Loss: 0.1894
Epoch: 013/050 | Batch 0550/0693 | Loss: 0.2964
Epoch: 013/050 | Batch 0600/0693 | Loss: 0.1890
Epoch: 013/050 | Batch 0650/0693 | Loss: 0.2168
MAE/RMSE/ACC: Current Valid: 0.41/0.67/61.80 Ep. 13 | Best Valid: 0.40/0.66/61.80 | Ep. 10
Time elapsed: 18.41 min
Epoch: 014/050 | Batch 0000/0693 | Loss: 0.2157
Epoch: 014/050 | Batch 0050/0693 | Loss: 0.2669
