This script: resnet34_conditional-v3-ablation.py
PyTorch Version: 1.8.1
CUDA device: cuda:3
CUDA version: 10.2
Random seed: 3
Learning rate: 0.0005
Epochs: 50
Batch size: 16
Output path: ../ablation-results/afad-abl-3
Epoch: 001/050 | Batch 0000/2884 | Loss: 0.7151
Epoch: 001/050 | Batch 0050/2884 | Loss: 0.4344
Epoch: 001/050 | Batch 0100/2884 | Loss: 0.4447
Epoch: 001/050 | Batch 0150/2884 | Loss: 0.5705
Epoch: 001/050 | Batch 0200/2884 | Loss: 0.5000
Epoch: 001/050 | Batch 0250/2884 | Loss: 0.5073
Epoch: 001/050 | Batch 0300/2884 | Loss: 0.4208
Epoch: 001/050 | Batch 0350/2884 | Loss: 0.4689
Epoch: 001/050 | Batch 0400/2884 | Loss: 0.4690
Epoch: 001/050 | Batch 0450/2884 | Loss: 0.5287
Epoch: 001/050 | Batch 0500/2884 | Loss: 0.4840
Epoch: 001/050 | Batch 0550/2884 | Loss: 0.4253
Epoch: 001/050 | Batch 0600/2884 | Loss: 0.5119
Epoch: 001/050 | Batch 0650/2884 | Loss: 0.4331
Epoch: 001/050 | Batch 0700/2884 | Loss: 0.4927
Epoch: 001/050 | Batch 0750/2884 | Loss: 0.4403
Epoch: 001/050 | Batch 0800/2884 | Loss: 0.4760
Epoch: 001/050 | Batch 0850/2884 | Loss: 0.4943
Epoch: 001/050 | Batch 0900/2884 | Loss: 0.5573
Epoch: 001/050 | Batch 0950/2884 | Loss: 0.5481
Epoch: 001/050 | Batch 1000/2884 | Loss: 0.4836
Epoch: 001/050 | Batch 1050/2884 | Loss: 0.4923
Epoch: 001/050 | Batch 1100/2884 | Loss: 0.5209
Epoch: 001/050 | Batch 1150/2884 | Loss: 0.3991
Epoch: 001/050 | Batch 1200/2884 | Loss: 0.6010
Epoch: 001/050 | Batch 1250/2884 | Loss: 0.4813
Epoch: 001/050 | Batch 1300/2884 | Loss: 0.4159
Epoch: 001/050 | Batch 1350/2884 | Loss: 0.5226
Epoch: 001/050 | Batch 1400/2884 | Loss: 0.5658
Epoch: 001/050 | Batch 1450/2884 | Loss: 0.5241
Epoch: 001/050 | Batch 1500/2884 | Loss: 0.5326
Epoch: 001/050 | Batch 1550/2884 | Loss: 0.5065
Epoch: 001/050 | Batch 1600/2884 | Loss: 0.5312
Epoch: 001/050 | Batch 1650/2884 | Loss: 0.5704
Epoch: 001/050 | Batch 1700/2884 | Loss: 0.5033
Epoch: 001/050 | Batch 1750/2884 | Loss: 0.3944
Epoch: 001/050 | Batch 1800/2884 | Loss: 0.4515
Epoch: 001/050 | Batch 1850/2884 | Loss: 0.5504
Epoch: 001/050 | Batch 1900/2884 | Loss: 0.5338
Epoch: 001/050 | Batch 1950/2884 | Loss: 0.5043
Epoch: 001/050 | Batch 2000/2884 | Loss: 0.4417
Epoch: 001/050 | Batch 2050/2884 | Loss: 0.4443
Epoch: 001/050 | Batch 2100/2884 | Loss: 0.4835
Epoch: 001/050 | Batch 2150/2884 | Loss: 0.4814
Epoch: 001/050 | Batch 2200/2884 | Loss: 0.5062
Epoch: 001/050 | Batch 2250/2884 | Loss: 0.5253
Epoch: 001/050 | Batch 2300/2884 | Loss: 0.5111
Epoch: 001/050 | Batch 2350/2884 | Loss: 0.5022
Epoch: 001/050 | Batch 2400/2884 | Loss: 0.4991
Epoch: 001/050 | Batch 2450/2884 | Loss: 0.4794
Epoch: 001/050 | Batch 2500/2884 | Loss: 0.5012
Epoch: 001/050 | Batch 2550/2884 | Loss: 0.4833
Epoch: 001/050 | Batch 2600/2884 | Loss: 0.6041
Epoch: 001/050 | Batch 2650/2884 | Loss: 0.4968
Epoch: 001/050 | Batch 2700/2884 | Loss: 0.4746
Epoch: 001/050 | Batch 2750/2884 | Loss: 0.5679
Epoch: 001/050 | Batch 2800/2884 | Loss: 0.5630
Epoch: 001/050 | Batch 2850/2884 | Loss: 0.5307
MAE/RMSE/ACC: Current Valid: 3.57/4.33/8.42 Ep. 1 | Best Valid: 3.57/4.33/8.42 | Ep. 1
Time elapsed: 5.45 min
Epoch: 002/050 | Batch 0000/2884 | Loss: 0.4617
Epoch: 002/050 | Batch 0050/2884 | Loss: 0.4970
Epoch: 002/050 | Batch 0100/2884 | Loss: 0.4693
Epoch: 002/050 | Batch 0150/2884 | Loss: 0.5545
Epoch: 002/050 | Batch 0200/2884 | Loss: 0.4809
Epoch: 002/050 | Batch 0250/2884 | Loss: 0.5048
Epoch: 002/050 | Batch 0300/2884 | Loss: 0.4538
Epoch: 002/050 | Batch 0350/2884 | Loss: 0.4916
Epoch: 002/050 | Batch 0400/2884 | Loss: 0.4389
Epoch: 002/050 | Batch 0450/2884 | Loss: 0.5845
Epoch: 002/050 | Batch 0500/2884 | Loss: 0.5189
Epoch: 002/050 | Batch 0550/2884 | Loss: 0.4332
Epoch: 002/050 | Batch 0600/2884 | Loss: 0.4227
Epoch: 002/050 | Batch 0650/2884 | Loss: 0.4843
Epoch: 002/050 | Batch 0700/2884 | Loss: 0.4988
Epoch: 002/050 | Batch 0750/2884 | Loss: 0.5306
Epoch: 002/050 | Batch 0800/2884 | Loss: 0.5162
Epoch: 002/050 | Batch 0850/2884 | Loss: 0.4575
Epoch: 002/050 | Batch 0900/2884 | Loss: 0.4841
Epoch: 002/050 | Batch 0950/2884 | Loss: 0.5340
Epoch: 002/050 | Batch 1000/2884 | Loss: 0.5201
Epoch: 002/050 | Batch 1050/2884 | Loss: 0.4478
Epoch: 002/050 | Batch 1100/2884 | Loss: 0.4034
Epoch: 002/050 | Batch 1150/2884 | Loss: 0.5511
Epoch: 002/050 | Batch 1200/2884 | Loss: 0.4628
Epoch: 002/050 | Batch 1250/2884 | Loss: 0.5221
Epoch: 002/050 | Batch 1300/2884 | Loss: 0.5070
Epoch: 002/050 | Batch 1350/2884 | Loss: 0.4430
Epoch: 002/050 | Batch 1400/2884 | Loss: 0.4070
Epoch: 002/050 | Batch 1450/2884 | Loss: 0.5305
Epoch: 002/050 | Batch 1500/2884 | Loss: 0.4569
Epoch: 002/050 | Batch 1550/2884 | Loss: 0.5022
Epoch: 002/050 | Batch 1600/2884 | Loss: 0.4632
Epoch: 002/050 | Batch 1650/2884 | Loss: 0.5875
Epoch: 002/050 | Batch 1700/2884 | Loss: 0.4780
Epoch: 002/050 | Batch 1750/2884 | Loss: 0.4609
Epoch: 002/050 | Batch 1800/2884 | Loss: 0.5263
Epoch: 002/050 | Batch 1850/2884 | Loss: 0.4904
Epoch: 002/050 | Batch 1900/2884 | Loss: 0.3825
Epoch: 002/050 | Batch 1950/2884 | Loss: 0.4358
Epoch: 002/050 | Batch 2000/2884 | Loss: 0.4546
Epoch: 002/050 | Batch 2050/2884 | Loss: 0.4478
Epoch: 002/050 | Batch 2100/2884 | Loss: 0.5103
Epoch: 002/050 | Batch 2150/2884 | Loss: 0.6018
Epoch: 002/050 | Batch 2200/2884 | Loss: 0.6599
Epoch: 002/050 | Batch 2250/2884 | Loss: 0.4366
Epoch: 002/050 | Batch 2300/2884 | Loss: 0.4117
Epoch: 002/050 | Batch 2350/2884 | Loss: 0.4460
Epoch: 002/050 | Batch 2400/2884 | Loss: 0.4778
Epoch: 002/050 | Batch 2450/2884 | Loss: 0.4005
Epoch: 002/050 | Batch 2500/2884 | Loss: 0.5514
Epoch: 002/050 | Batch 2550/2884 | Loss: 0.5711
Epoch: 002/050 | Batch 2600/2884 | Loss: 0.5159
Epoch: 002/050 | Batch 2650/2884 | Loss: 0.4637
Epoch: 002/050 | Batch 2700/2884 | Loss: 0.4842
Epoch: 002/050 | Batch 2750/2884 | Loss: 0.4994
Epoch: 002/050 | Batch 2800/2884 | Loss: 0.4722
Epoch: 002/050 | Batch 2850/2884 | Loss: 0.5082
MAE/RMSE/ACC: Current Valid: 3.35/4.06/9.32 Ep. 2 | Best Valid: 3.35/4.06/9.32 | Ep. 2
Time elapsed: 10.04 min
Epoch: 003/050 | Batch 0000/2884 | Loss: 0.5943
Epoch: 003/050 | Batch 0050/2884 | Loss: 0.4745
Epoch: 003/050 | Batch 0100/2884 | Loss: 0.4964
Epoch: 003/050 | Batch 0150/2884 | Loss: 0.4205
Epoch: 003/050 | Batch 0200/2884 | Loss: 0.4540
Epoch: 003/050 | Batch 0250/2884 | Loss: 0.5092
Epoch: 003/050 | Batch 0300/2884 | Loss: 0.3932
Epoch: 003/050 | Batch 0350/2884 | Loss: 0.5205
Epoch: 003/050 | Batch 0400/2884 | Loss: 0.5670
Epoch: 003/050 | Batch 0450/2884 | Loss: 0.4479
Epoch: 003/050 | Batch 0500/2884 | Loss: 0.4867
Epoch: 003/050 | Batch 0550/2884 | Loss: 0.5734
Epoch: 003/050 | Batch 0600/2884 | Loss: 0.4138
Epoch: 003/050 | Batch 0650/2884 | Loss: 0.4771
Epoch: 003/050 | Batch 0700/2884 | Loss: 0.4335
Epoch: 003/050 | Batch 0750/2884 | Loss: 0.4606
Epoch: 003/050 | Batch 0800/2884 | Loss: 0.4757
Epoch: 003/050 | Batch 0850/2884 | Loss: 0.4564
Epoch: 003/050 | Batch 0900/2884 | Loss: 0.4736
Epoch: 003/050 | Batch 0950/2884 | Loss: 0.4456
Epoch: 003/050 | Batch 1000/2884 | Loss: 0.4278
Epoch: 003/050 | Batch 1050/2884 | Loss: 0.4200
Epoch: 003/050 | Batch 1100/2884 | Loss: 0.4188
Epoch: 003/050 | Batch 1150/2884 | Loss: 0.3998
Epoch: 003/050 | Batch 1200/2884 | Loss: 0.4260
Epoch: 003/050 | Batch 1250/2884 | Loss: 0.5048
Epoch: 003/050 | Batch 1300/2884 | Loss: 0.4702
Epoch: 003/050 | Batch 1350/2884 | Loss: 0.5337
Epoch: 003/050 | Batch 1400/2884 | Loss: 0.5296
