This script: mlp-coral.py
PyTorch Version: 1.8.0
Random seed: 1
Learning rate: 0.0005
Epochs: 200
Batch size: 64
Output path: runs/coral/mlp-coral-seed1-epochs200-batchsize64-learningrate0.0005_best-rmse
Epoch: 001/200 | Batch 0000/0483 | Loss: 11.2139
Epoch: 001/200 | Batch 0050/0483 | Loss: 8.1175
Epoch: 001/200 | Batch 0100/0483 | Loss: 7.7790
Epoch: 001/200 | Batch 0150/0483 | Loss: 7.7321
Epoch: 001/200 | Batch 0200/0483 | Loss: 7.5621
Epoch: 001/200 | Batch 0250/0483 | Loss: 7.5163
Epoch: 001/200 | Batch 0300/0483 | Loss: 7.3279
Epoch: 001/200 | Batch 0350/0483 | Loss: 6.9282
Epoch: 001/200 | Batch 0400/0483 | Loss: 7.1304
Epoch: 001/200 | Batch 0450/0483 | Loss: 6.9898
MAE/RMSE/ACC: Current Valid: 3.13/3.95/14.37 Ep. 1 | Best Valid: 3.13/3.95/14.37 | Ep. 1
Time elapsed: 0.06 min
Epoch: 002/200 | Batch 0000/0483 | Loss: 6.8748
Epoch: 002/200 | Batch 0050/0483 | Loss: 6.8368
Epoch: 002/200 | Batch 0100/0483 | Loss: 6.6224
Epoch: 002/200 | Batch 0150/0483 | Loss: 6.6202
Epoch: 002/200 | Batch 0200/0483 | Loss: 6.6515
Epoch: 002/200 | Batch 0250/0483 | Loss: 6.7107
Epoch: 002/200 | Batch 0300/0483 | Loss: 6.3614
Epoch: 002/200 | Batch 0350/0483 | Loss: 6.1995
Epoch: 002/200 | Batch 0400/0483 | Loss: 6.3751
Epoch: 002/200 | Batch 0450/0483 | Loss: 6.2862
MAE/RMSE/ACC: Current Valid: 2.61/3.35/16.83 Ep. 2 | Best Valid: 2.61/3.35/16.83 | Ep. 2
Time elapsed: 0.11 min
Epoch: 003/200 | Batch 0000/0483 | Loss: 6.3304
Epoch: 003/200 | Batch 0050/0483 | Loss: 6.1397
Epoch: 003/200 | Batch 0100/0483 | Loss: 5.9262
