This script: resnet34_conditional-v3.py
PyTorch Version: 1.8.1
CUDA device: cuda:4
CUDA version: 11.1
Random seed: 0
Learning rate: 0.0005
Epochs: 50
Batch size: 16
Output path: runs/afad-balanced/resnet34_conditional-v3-imp0-seed0-epochs50-batchsize16_best-rmse
Epoch: 001/050 | Batch 0000/2884 | Loss: 0.7421
Epoch: 001/050 | Batch 0050/2884 | Loss: 0.3078
Epoch: 001/050 | Batch 0100/2884 | Loss: 0.3823
Epoch: 001/050 | Batch 0150/2884 | Loss: 0.4129
Epoch: 001/050 | Batch 0200/2884 | Loss: 0.2923
Epoch: 001/050 | Batch 0250/2884 | Loss: 0.4575
Epoch: 001/050 | Batch 0300/2884 | Loss: 0.3152
Epoch: 001/050 | Batch 0350/2884 | Loss: 0.3628
Epoch: 001/050 | Batch 0400/2884 | Loss: 0.3812
Epoch: 001/050 | Batch 0450/2884 | Loss: 0.3625
Epoch: 001/050 | Batch 0500/2884 | Loss: 0.3714
Epoch: 001/050 | Batch 0550/2884 | Loss: 0.3750
Epoch: 001/050 | Batch 0600/2884 | Loss: 0.3356
Epoch: 001/050 | Batch 0650/2884 | Loss: 0.3848
Epoch: 001/050 | Batch 0700/2884 | Loss: 0.3940
Epoch: 001/050 | Batch 0750/2884 | Loss: 0.3570
Epoch: 001/050 | Batch 0800/2884 | Loss: 0.4081
Epoch: 001/050 | Batch 0850/2884 | Loss: 0.3971
Epoch: 001/050 | Batch 0900/2884 | Loss: 0.3311
Epoch: 001/050 | Batch 0950/2884 | Loss: 0.3710
Epoch: 001/050 | Batch 1000/2884 | Loss: 0.3895
Epoch: 001/050 | Batch 1050/2884 | Loss: 0.3038
Epoch: 001/050 | Batch 1100/2884 | Loss: 0.3888
Epoch: 001/050 | Batch 1150/2884 | Loss: 0.4576
Epoch: 001/050 | Batch 1200/2884 | Loss: 0.3954
Epoch: 001/050 | Batch 1250/2884 | Loss: 0.3567
Epoch: 001/050 | Batch 1300/2884 | Loss: 0.4208
Epoch: 001/050 | Batch 1350/2884 | Loss: 0.3606
Epoch: 001/050 | Batch 1400/2884 | Loss: 0.3520
Epoch: 001/050 | Batch 1450/2884 | Loss: 0.3911
Epoch: 001/050 | Batch 1500/2884 | Loss: 0.3296
Epoch: 001/050 | Batch 1550/2884 | Loss: 0.2977
Epoch: 001/050 | Batch 1600/2884 | Loss: 0.3717
Epoch: 001/050 | Batch 1650/2884 | Loss: 0.3241
Epoch: 001/050 | Batch 1700/2884 | Loss: 0.3407
Epoch: 001/050 | Batch 1750/2884 | Loss: 0.3209
Epoch: 001/050 | Batch 1800/2884 | Loss: 0.3887
Epoch: 001/050 | Batch 1850/2884 | Loss: 0.3845
Epoch: 001/050 | Batch 1900/2884 | Loss: 0.4000
Epoch: 001/050 | Batch 1950/2884 | Loss: 0.3162
Epoch: 001/050 | Batch 2000/2884 | Loss: 0.5283
Epoch: 001/050 | Batch 2050/2884 | Loss: 0.4080
Epoch: 001/050 | Batch 2100/2884 | Loss: 0.4072
Epoch: 001/050 | Batch 2150/2884 | Loss: 0.3317
Epoch: 001/050 | Batch 2200/2884 | Loss: 0.3422
Epoch: 001/050 | Batch 2250/2884 | Loss: 0.3589
Epoch: 001/050 | Batch 2300/2884 | Loss: 0.3598
Epoch: 001/050 | Batch 2350/2884 | Loss: 0.3589
Epoch: 001/050 | Batch 2400/2884 | Loss: 0.3538
