This script: mlp-cross-entropy.py
PyTorch Version: 1.8.0
Random seed: 2
Learning rate: 0.0005
Epochs: 200
Batch size: 64
Output path: runs/xentr/mlp-xentr-seed2-epochs200-batchsize64-learningrate0.0005_best-rmse
Epoch: 001/200 | Batch 0000/0483 | Loss: 2.9375
Epoch: 001/200 | Batch 0050/0483 | Loss: 2.4790
Epoch: 001/200 | Batch 0100/0483 | Loss: 2.4372
Epoch: 001/200 | Batch 0150/0483 | Loss: 2.3231
Epoch: 001/200 | Batch 0200/0483 | Loss: 2.3273
Epoch: 001/200 | Batch 0250/0483 | Loss: 2.1469
Epoch: 001/200 | Batch 0300/0483 | Loss: 2.2683
Epoch: 001/200 | Batch 0350/0483 | Loss: 2.0549
Epoch: 001/200 | Batch 0400/0483 | Loss: 2.1022
Epoch: 001/200 | Batch 0450/0483 | Loss: 2.1526
MAE/RMSE/ACC: Current Valid: 1.43/2.06/27.95 Ep. 1 | Best Valid: 1.43/2.06/27.95 | Ep. 1
Time elapsed: 0.05 min
Epoch: 002/200 | Batch 0000/0483 | Loss: 2.0740
Epoch: 002/200 | Batch 0050/0483 | Loss: 1.9630
Epoch: 002/200 | Batch 0100/0483 | Loss: 1.8439
Epoch: 002/200 | Batch 0150/0483 | Loss: 1.9288
Epoch: 002/200 | Batch 0200/0483 | Loss: 1.9228
Epoch: 002/200 | Batch 0250/0483 | Loss: 1.8969
Epoch: 002/200 | Batch 0300/0483 | Loss: 1.9931
Epoch: 002/200 | Batch 0350/0483 | Loss: 1.8409
Epoch: 002/200 | Batch 0400/0483 | Loss: 1.8526
Epoch: 002/200 | Batch 0450/0483 | Loss: 1.9427
MAE/RMSE/ACC: Current Valid: 1.13/1.65/33.11 Ep. 2 | Best Valid: 1.13/1.65/33.11 | Ep. 2
Time elapsed: 0.09 min
Epoch: 003/200 | Batch 0000/0483 | Loss: 1.8495
Epoch: 003/200 | Batch 0050/0483 | Loss: 1.8321
Epoch: 003/200 | Batch 0100/0483 | Loss: 1.6559
Epoch: 003/200 | Batch 0150/0483 | Loss: 1.7814
Epoch: 003/200 | Batch 0200/0483 | Loss: 1.8056
Epoch: 003/200 | Batch 0250/0483 | Loss: 1.8746
Epoch: 003/200 | Batch 0300/0483 | Loss: 1.7798
Epoch: 003/200 | Batch 0350/0483 | Loss: 1.6805
Epoch: 003/200 | Batch 0400/0483 | Loss: 1.8019
Epoch: 003/200 | Batch 0450/0483 | Loss: 1.9036
MAE/RMSE/ACC: Current Valid: 1.03/1.51/36.12 Ep. 3 | Best Valid: 1.03/1.51/36.12 | Ep. 3
Time elapsed: 0.14 min
Epoch: 004/200 | Batch 0000/0483 | Loss: 1.7605
Epoch: 004/200 | Batch 0050/0483 | Loss: 1.7510
Epoch: 004/200 | Batch 0100/0483 | Loss: 1.5827
