This script: rnn_corn.py
PyTorch Version: 1.10.1
CUDA device: cuda:1
CUDA version: 11.3
Random seed: 1
Learning rate: 0.001
Epochs: 200
Batch size: 16
Output path: runs/coursera/rnn_corn-imp0-seed1-epochs200-learningrate0.001-batchsize16_best-rmse
Epoch: 001/200 | Batch 0000/0503 | Loss: 0.6991
Epoch: 001/200 | Batch 0050/0503 | Loss: 0.5927
Epoch: 001/200 | Batch 0100/0503 | Loss: 0.5288
Epoch: 001/200 | Batch 0150/0503 | Loss: 0.6146
Epoch: 001/200 | Batch 0200/0503 | Loss: 0.6111
Epoch: 001/200 | Batch 0250/0503 | Loss: 0.5890
Epoch: 001/200 | Batch 0300/0503 | Loss: 0.5276
Epoch: 001/200 | Batch 0350/0503 | Loss: 0.6509
Epoch: 001/200 | Batch 0400/0503 | Loss: 0.5781
Epoch: 001/200 | Batch 0450/0503 | Loss: 0.4131
Epoch: 001/200 | Batch 0500/0503 | Loss: 0.6180
MAE/RMSE/ACC: Current Valid: 1.04/1.38/31.93 Ep. 1 | Best Valid: 1.04/1.38/31.93 | Ep. 1
Time elapsed: 0.18 min
Epoch: 002/200 | Batch 0000/0503 | Loss: 0.5914
Epoch: 002/200 | Batch 0050/0503 | Loss: 0.5797
Epoch: 002/200 | Batch 0100/0503 | Loss: 0.5217
Epoch: 002/200 | Batch 0150/0503 | Loss: 0.5836
Epoch: 002/200 | Batch 0200/0503 | Loss: 0.6239
Epoch: 002/200 | Batch 0250/0503 | Loss: 0.4613
Epoch: 002/200 | Batch 0300/0503 | Loss: 0.4885
Epoch: 002/200 | Batch 0350/0503 | Loss: 0.5059
Epoch: 002/200 | Batch 0400/0503 | Loss: 0.3717
Epoch: 002/200 | Batch 0450/0503 | Loss: 0.4079
Epoch: 002/200 | Batch 0500/0503 | Loss: 0.4927
MAE/RMSE/ACC: Current Valid: 0.93/1.27/33.90 Ep. 2 | Best Valid: 0.93/1.27/33.90 | Ep. 2
Time elapsed: 0.25 min
Epoch: 003/200 | Batch 0000/0503 | Loss: 0.4684
Epoch: 003/200 | Batch 0050/0503 | Loss: 0.4928
Epoch: 003/200 | Batch 0100/0503 | Loss: 0.5349
Epoch: 003/200 | Batch 0150/0503 | Loss: 0.4745
Epoch: 003/200 | Batch 0200/0503 | Loss: 0.3631
Epoch: 003/200 | Batch 0250/0503 | Loss: 0.4553
Epoch: 003/200 | Batch 0300/0503 | Loss: 0.4408
Epoch: 003/200 | Batch 0350/0503 | Loss: 0.4322
Epoch: 003/200 | Batch 0400/0503 | Loss: 0.3137
Epoch: 003/200 | Batch 0450/0503 | Loss: 0.4608
Epoch: 003/200 | Batch 0500/0503 | Loss: 0.4520
MAE/RMSE/ACC: Current Valid: 0.85/1.24/42.33 Ep. 3 | Best Valid: 0.85/1.24/42.33 | Ep. 3
Time elapsed: 0.33 min
