This script: resnet34_conditional-v3-ablation.py
PyTorch Version: 1.8.1
CUDA device: cuda:2
CUDA version: 10.2
Random seed: 2
Learning rate: 0.0005
Epochs: 50
Batch size: 16
Output path: ../ablation-results/morph2-abl-2
Epoch: 001/050 | Batch 0000/1289 | Loss: 0.7114
Epoch: 001/050 | Batch 0050/1289 | Loss: 0.4665
Epoch: 001/050 | Batch 0100/1289 | Loss: 0.4606
Epoch: 001/050 | Batch 0150/1289 | Loss: 0.5138
Epoch: 001/050 | Batch 0200/1289 | Loss: 0.4635
Epoch: 001/050 | Batch 0250/1289 | Loss: 0.4411
Epoch: 001/050 | Batch 0300/1289 | Loss: 0.3757
Epoch: 001/050 | Batch 0350/1289 | Loss: 0.3227
Epoch: 001/050 | Batch 0400/1289 | Loss: 0.4761
Epoch: 001/050 | Batch 0450/1289 | Loss: 0.3495
Epoch: 001/050 | Batch 0500/1289 | Loss: 0.3646
Epoch: 001/050 | Batch 0550/1289 | Loss: 0.3172
Epoch: 001/050 | Batch 0600/1289 | Loss: 0.3342
Epoch: 001/050 | Batch 0650/1289 | Loss: 0.3866
Epoch: 001/050 | Batch 0700/1289 | Loss: 0.2676
Epoch: 001/050 | Batch 0750/1289 | Loss: 0.4010
Epoch: 001/050 | Batch 0800/1289 | Loss: 0.2409
Epoch: 001/050 | Batch 0850/1289 | Loss: 0.2848
Epoch: 001/050 | Batch 0900/1289 | Loss: 0.4263
Epoch: 001/050 | Batch 0950/1289 | Loss: 0.4101
Epoch: 001/050 | Batch 1000/1289 | Loss: 0.3540
Epoch: 001/050 | Batch 1050/1289 | Loss: 0.2845
Epoch: 001/050 | Batch 1100/1289 | Loss: 0.3903
Epoch: 001/050 | Batch 1150/1289 | Loss: 0.3568
Epoch: 001/050 | Batch 1200/1289 | Loss: 0.2684
Epoch: 001/050 | Batch 1250/1289 | Loss: 0.3040
MAE/RMSE/ACC: Current Valid: 8.95/10.97/4.08 Ep. 1 | Best Valid: 8.95/10.97/4.08 | Ep. 1
Time elapsed: 1.42 min
Epoch: 002/050 | Batch 0000/1289 | Loss: 0.3054
Epoch: 002/050 | Batch 0050/1289 | Loss: 0.2865
Epoch: 002/050 | Batch 0100/1289 | Loss: 0.3712
Epoch: 002/050 | Batch 0150/1289 | Loss: 0.1958
Epoch: 002/050 | Batch 0200/1289 | Loss: 0.2768
Epoch: 002/050 | Batch 0250/1289 | Loss: 0.2689
Epoch: 002/050 | Batch 0300/1289 | Loss: 0.4086
Epoch: 002/050 | Batch 0350/1289 | Loss: 0.3258
Epoch: 002/050 | Batch 0400/1289 | Loss: 0.2725
Epoch: 002/050 | Batch 0450/1289 | Loss: 0.2413
Epoch: 002/050 | Batch 0500/1289 | Loss: 0.2839
Epoch: 002/050 | Batch 0550/1289 | Loss: 0.2389
Epoch: 002/050 | Batch 0600/1289 | Loss: 0.2472
Epoch: 002/050 | Batch 0650/1289 | Loss: 0.2311
Epoch: 002/050 | Batch 0700/1289 | Loss: 0.2661
Epoch: 002/050 | Batch 0750/1289 | Loss: 0.2589
Epoch: 002/050 | Batch 0800/1289 | Loss: 0.2738
Epoch: 002/050 | Batch 0850/1289 | Loss: 0.2522
Epoch: 002/050 | Batch 0900/1289 | Loss: 0.2497
Epoch: 002/050 | Batch 0950/1289 | Loss: 0.2499
Epoch: 002/050 | Batch 1000/1289 | Loss: 0.2760
Epoch: 002/050 | Batch 1050/1289 | Loss: 0.3143
Epoch: 002/050 | Batch 1100/1289 | Loss: 0.2126
Epoch: 002/050 | Batch 1150/1289 | Loss: 0.2192
Epoch: 002/050 | Batch 1200/1289 | Loss: 0.2426
Epoch: 002/050 | Batch 1250/1289 | Loss: 0.2749
MAE/RMSE/ACC: Current Valid: 5.09/6.68/7.55 Ep. 2 | Best Valid: 5.09/6.68/7.55 | Ep. 2
Time elapsed: 2.81 min
Epoch: 003/050 | Batch 0000/1289 | Loss: 0.4850
Epoch: 003/050 | Batch 0050/1289 | Loss: 0.2953
Epoch: 003/050 | Batch 0100/1289 | Loss: 0.3188
Epoch: 003/050 | Batch 0150/1289 | Loss: 0.2803
Epoch: 003/050 | Batch 0200/1289 | Loss: 0.2770
Epoch: 003/050 | Batch 0250/1289 | Loss: 0.3165
Epoch: 003/050 | Batch 0300/1289 | Loss: 0.2370
Epoch: 003/050 | Batch 0350/1289 | Loss: 0.2118
Epoch: 003/050 | Batch 0400/1289 | Loss: 0.4168
Epoch: 003/050 | Batch 0450/1289 | Loss: 0.1998
Epoch: 003/050 | Batch 0500/1289 | Loss: 0.1855
Epoch: 003/050 | Batch 0550/1289 | Loss: 0.2693
Epoch: 003/050 | Batch 0600/1289 | Loss: 0.2568
Epoch: 003/050 | Batch 0650/1289 | Loss: 0.3065
Epoch: 003/050 | Batch 0700/1289 | Loss: 0.2900
Epoch: 003/050 | Batch 0750/1289 | Loss: 0.4571
Epoch: 003/050 | Batch 0800/1289 | Loss: 0.2868
Epoch: 003/050 | Batch 0850/1289 | Loss: 0.3105
Epoch: 003/050 | Batch 0900/1289 | Loss: 0.2220
Epoch: 003/050 | Batch 0950/1289 | Loss: 0.1895
Epoch: 003/050 | Batch 1000/1289 | Loss: 0.4108
Epoch: 003/050 | Batch 1050/1289 | Loss: 0.2257
Epoch: 003/050 | Batch 1100/1289 | Loss: 0.2912
Epoch: 003/050 | Batch 1150/1289 | Loss: 0.2345
Epoch: 003/050 | Batch 1200/1289 | Loss: 0.2894
Epoch: 003/050 | Batch 1250/1289 | Loss: 0.2687
MAE/RMSE/ACC: Current Valid: 6.18/7.80/7.55 Ep. 3 | Best Valid: 5.09/6.68/7.55 | Ep. 2
Time elapsed: 4.23 min
Epoch: 004/050 | Batch 0000/1289 | Loss: 0.2898
Epoch: 004/050 | Batch 0050/1289 | Loss: 0.3816
Epoch: 004/050 | Batch 0100/1289 | Loss: 0.2597
Epoch: 004/050 | Batch 0150/1289 | Loss: 0.3466
